,Provider,PotentialFraud,AvgDuration,NumOfPt,NumOfClm,ClmPerPt,TotalRev,RevPerPt,ClmNoPhy,ClmAllPhy,ClmNoProc,ClmPerDay
342,PRV55472,Yes,7.65,19,23,1.21,266450,14023.68,0,0,10,23
343,PRV55482,Yes,4.53,72,83,1.15,530022,7361.42,0,12,55,73
344,PRV55483,Yes,5.0,60,76,1.27,763386,12723.1,0,9,39,70
345,PRV55492,Yes,4.6,40,42,1.05,308680,7717.0,0,4,28,40
346,PRV55495,Yes,2.45,51,51,1.0,308292,6044.94,0,6,37,47
347,PRV55496,Yes,3.02,78,86,1.1,297242,3810.79,0,6,69,78
348,PRV55506,Yes,6.36,11,14,1.27,137756,12523.27,0,3,3,13
349,PRV55509,Yes,4.9,38,39,1.03,392414,10326.68,0,7,22,38
350,PRV55514,Yes,1.86,153,295,1.93,166446,1087.88,0,25,292,203
351,PRV55519,Yes,3.87,20,23,1.15,102296,5114.8,0,1,16,22
352,PRV55531,Yes,5.03,111,122,1.1,984370,8868.2,0,1,57,108
353,PRV55550,Yes,4.55,54,58,1.07,492716,9124.37,0,9,37,55
354,PRV55659,Yes,5.8,18,20,1.11,248360,13797.78,0,3,7,19
355,PRV55667,Yes,6.47,33,38,1.15,402628,12200.85,0,7,14,35
356,PRV55670,Yes,5.67,8,9,1.12,107612,13451.5,0,3,3,9
357,PRV55673,Yes,2.33,56,60,1.07,108594,1939.18,0,5,56,53
358,PRV55676,Yes,3.31,150,167,1.11,1148214,7654.76,0,21,104,139
359,PRV55689,Yes,2.17,361,577,1.6,1268638,3514.23,1,50,524,288
360,PRV55715,Yes,1.9,421,864,2.05,782248,1858.07,3,56,835,337
361,PRV55812,Yes,6.88,16,17,1.06,166088,10380.5,0,0,10,17
362,PRV55821,Yes,1.65,135,195,1.44,222174,1645.73,1,19,187,145
363,PRV55835,Yes,1.72,139,269,1.94,147866,1063.78,0,16,264,192
364,PRV55842,Yes,1.2,43,122,2.84,50150,1166.28,0,12,122,104
365,PRV55849,Yes,3.75,167,176,1.05,1362412,8158.16,0,26,99,143
366,PRV55852,Yes,2.58,32,60,1.88,35034,1094.81,0,5,60,56
367,PRV55893,Yes,1.6,297,615,2.07,402678,1355.82,3,50,604,301
368,PRV55895,Yes,1.0,1,1,1.0,200,200.0,0,0,1,1
369,PRV55896,Yes,3.02,97,105,1.08,222810,2297.01,1,8,96,95
370,PRV55897,Yes,1.62,180,482,2.68,260482,1447.12,2,36,478,264
371,PRV55905,Yes,4.95,84,95,1.13,860132,10239.67,0,2,43,85
372,PRV55911,Yes,2.9,136,239,1.76,508280,3737.35,0,21,213,178
373,PRV55912,Yes,4.38,100,107,1.07,814190,8141.9,1,11,71,95
374,PRV55913,Yes,1.44,587,1267,2.16,376810,641.93,3,105,1267,355
375,PRV55914,Yes,2.95,62,63,1.02,193178,3115.77,0,7,54,58
376,PRV55934,Yes,1.95,218,653,3.0,262528,1204.26,1,50,651,302
377,PRV55951,Yes,2.13,355,448,1.26,450566,1269.2,2,34,427,259
378,PRV55957,Yes,1.75,100,107,1.07,253108,2531.08,0,10,92,92
379,PRV55959,Yes,1.0,160,324,2.02,75520,472.0,1,23,324,219
380,PRV55971,Yes,2.16,317,620,1.96,1310852,4135.18,0,35,565,301
381,PRV55977,Yes,1.42,762,1302,1.71,374210,491.09,5,91,1302,361
382,PRV55996,Yes,2.2,90,98,1.09,295102,3278.91,0,2,82,90
383,PRV56007,Yes,4.95,67,81,1.21,891554,13306.78,0,17,32,76
384,PRV56008,Yes,1.52,686,1370,2.0,480680,700.7,2,105,1369,360
385,PRV56011,Yes,1.31,1164,2833,2.43,749740,644.11,5,209,2832,374
386,PRV56012,Yes,4.84,41,44,1.07,324894,7924.24,0,1,30,37
387,PRV56023,Yes,3.98,40,42,1.05,94608,2365.2,0,4,38,38
388,PRV56103,Yes,4.59,89,116,1.3,737280,8284.04,0,15,65,96
389,PRV56104,Yes,1.03,232,483,2.08,117450,506.25,0,43,483,265
390,PRV56134,Yes,5.92,58,62,1.07,834216,14383.03,0,12,26,57
391,PRV56161,Yes,2.62,37,47,1.27,113826,3076.38,0,0,41,46
392,PRV56225,Yes,1.93,312,588,1.88,805622,2582.12,1,43,565,289
393,PRV56231,Yes,1.32,198,270,1.36,443496,2239.88,0,21,254,196
394,PRV56249,Yes,1.61,666,1110,1.67,929850,1396.17,3,90,1076,350
395,PRV56253,Yes,2.1,228,311,1.36,704744,3090.98,1,18,280,211
396,PRV56257,Yes,3.0,48,52,1.08,175696,3660.33,2,1,42,48
397,PRV56259,Yes,1.79,188,196,1.04,177528,944.3,0,19,190,148
398,PRV56268,Yes,1.67,873,1113,1.27,985152,1128.47,5,69,1074,349
399,PRV56350,Yes,3.72,119,158,1.33,875060,7353.45,1,15,119,127
400,PRV56361,Yes,2.19,51,114,2.24,113236,2220.31,0,13,110,101
401,PRV56392,Yes,3.4,10,20,2.0,48318,4831.8,0,0,16,20
402,PRV56396,Yes,3.54,71,83,1.17,298650,4206.34,0,4,69,73
403,PRV56400,Yes,3.22,9,9,1.0,53004,5889.33,0,1,8,8
404,PRV56403,Yes,1.12,31,34,1.1,78552,2533.94,0,1,29,33
405,PRV56416,Yes,2.14,695,1592,2.29,2888832,4156.59,3,140,1459,369
406,PRV56421,Yes,2.6,100,133,1.33,526804,5268.04,0,10,106,122
407,PRV56425,Yes,1.42,138,381,2.76,145164,1051.91,1,23,377,236
408,PRV56428,Yes,1.47,151,311,2.06,182124,1206.12,1,22,307,219
409,PRV56435,Yes,1.32,115,260,2.26,104922,912.37,1,21,258,192
410,PRV56437,Yes,1.75,329,719,2.19,507594,1542.84,1,54,698,321
411,PRV56438,Yes,4.1,126,133,1.06,882576,7004.57,0,12,98,111
412,PRV56442,Yes,1.75,611,1330,2.18,1292304,2115.06,7,122,1281,364
413,PRV56444,Yes,1.57,790,1317,1.67,387830,490.92,5,99,1317,359
414,PRV56447,Yes,0.99,101,170,1.68,51250,507.43,2,15,170,139
415,PRV56481,Yes,3.7,85,128,1.51,720092,8471.67,1,13,82,108
416,PRV56501,Yes,1.69,126,232,1.84,146000,1158.73,1,21,227,174
417,PRV56523,Yes,0.95,20,21,1.05,6670,333.5,0,3,21,21
418,PRV56541,Yes,6.0,53,54,1.02,619604,11690.64,0,5,21,51
419,PRV56550,Yes,4.29,65,80,1.23,613630,9440.46,0,0,44,70
420,PRV56560,Yes,1.99,919,2313,2.52,3460680,3765.7,5,200,2158,375
421,PRV56566,Yes,0.98,63,176,2.79,69758,1107.27,0,9,175,134
422,PRV56575,Yes,1.92,510,830,1.63,1267538,2485.37,3,54,773,325
423,PRV56587,Yes,2.01,338,473,1.4,390126,1154.22,1,44,464,263
424,PRV56588,Yes,3.86,251,269,1.07,1127692,4492.8,1,27,211,197
425,PRV56591,Yes,1.98,87,143,1.64,152848,1756.87,1,10,134,114
426,PRV56592,Yes,3.02,99,118,1.19,702362,7094.57,0,10,78,104
427,PRV56605,Yes,0.97,33,108,3.27,55692,1687.64,1,8,106,97
428,PRV56608,Yes,1.54,421,856,2.03,237020,562.99,0,51,856,327
429,PRV56616,Yes,1.18,138,176,1.28,38450,278.62,0,20,176,143
430,PRV56624,Yes,3.59,21,22,1.05,195026,9286.95,0,1,16,21
431,PRV56630,Yes,2.62,116,159,1.37,664724,5730.38,0,10,122,133
432,PRV56647,Yes,4.34,157,183,1.17,1369994,8726.08,1,19,120,139
433,PRV56649,Yes,1.91,123,266,2.16,191728,1558.76,0,27,261,189
434,PRV56668,Yes,4.56,65,73,1.12,679076,10447.32,0,11,37,66
435,PRV56669,Yes,5.4,32,40,1.25,307614,9612.94,0,1,25,38
436,PRV56685,Yes,1.87,121,405,3.35,452756,3741.79,2,36,388,242
437,PRV56689,Yes,1.43,796,1794,2.25,510980,641.93,5,137,1794,363
438,PRV56706,Yes,2.14,144,347,2.41,365860,2540.69,1,37,329,223
439,PRV56711,Yes,2.51,39,63,1.62,116724,2992.92,0,5,58,62
440,PRV56719,Yes,2.85,57,67,1.18,134410,2358.07,0,5,58,60
441,PRV56730,Yes,3.69,51,54,1.06,328514,6441.45,0,4,38,50
442,PRV56731,Yes,3.65,20,20,1.0,114052,5702.6,0,0,16,20
443,PRV56732,Yes,3.25,26,28,1.08,186874,7187.46,0,3,23,28
444,PRV56748,Yes,2.39,361,463,1.28,1525490,4225.73,2,43,403,255
445,PRV56808,Yes,3.66,62,62,1.0,483806,7803.32,1,0,38,59
446,PRV56877,Yes,2.86,34,44,1.29,186480,5484.71,0,4,36,41
447,PRV56918,Yes,11.57,7,7,1.0,149476,21353.71,0,2,2,7
448,PRV57017,Yes,5.35,21,23,1.1,283596,13504.57,0,7,8,23
449,PRV57018,Yes,4.15,31,33,1.06,339254,10943.68,0,8,13,31
450,PRV57021,Yes,6.43,12,14,1.17,151952,12662.67,1,1,9,13
451,PRV57025,Yes,3.18,45,49,1.09,162796,3617.69,0,0,40,46
452,PRV57030,Yes,2.47,53,57,1.08,221998,4188.64,0,3,46,52
453,PRV57049,Yes,4.32,22,22,1.0,285784,12990.18,0,2,10,22
454,PRV57096,Yes,5.91,11,11,1.0,171748,15613.45,0,2,5,11
455,PRV57103,Yes,1.33,804,2049,2.55,927942,1154.16,2,175,2032,370
456,PRV57104,Yes,1.07,61,135,2.21,163542,2681.02,2,15,130,106
457,PRV57117,Yes,2.96,140,190,1.36,624026,4457.33,0,17,153,153
458,PRV57158,Yes,1.96,138,271,1.96,439212,3182.7,1,26,255,190
459,PRV57162,Yes,3.3,51,104,2.04,196388,3850.75,0,10,99,93
460,PRV57166,Yes,2.01,128,151,1.18,325942,2546.42,0,16,131,119
461,PRV57167,Yes,2.63,102,238,2.33,65580,642.94,1,17,238,180
462,PRV57170,Yes,1.43,232,579,2.5,170310,734.09,0,42,579,298
463,PRV57172,Yes,1.69,605,1760,2.91,1473556,2435.63,5,146,1710,368
464,PRV57173,Yes,1.83,938,1225,1.31,1425600,1519.83,4,90,1175,354
465,PRV57177,Yes,1.71,257,564,2.19,913868,3555.91,3,60,527,292
466,PRV57179,Yes,1.53,140,206,1.47,349550,2496.79,0,18,195,164
467,PRV57185,Yes,1.55,102,186,1.82,165286,1620.45,0,13,181,141
468,PRV57189,Yes,0.98,127,256,2.02,110944,873.57,1,16,254,180
469,PRV57191,Yes,1.93,784,1500,1.91,2602276,3319.23,7,0,1384,364
470,PRV57204,Yes,1.87,81,133,1.64,227890,2813.46,0,10,117,112
471,PRV57206,Yes,1.2,228,490,2.15,243886,1069.68,6,33,486,270
472,PRV57209,Yes,1.84,564,1108,1.96,504150,893.88,2,91,1097,355
473,PRV57210,Yes,2.95,35,43,1.23,147910,4226.0,0,3,37,37
474,PRV57223,Yes,3.54,49,54,1.1,316842,6466.16,0,1,36,50
475,PRV57230,Yes,2.17,160,181,1.13,294700,1841.88,1,16,170,139
476,PRV57282,Yes,0.54,25,41,1.64,8350,334.0,0,3,41,36
477,PRV57284,Yes,4.04,22,23,1.05,181862,8266.45,0,6,11,23
478,PRV57295,Yes,5.21,13,14,1.08,187952,14457.85,0,0,7,14
479,PRV57297,Yes,5.5,8,8,1.0,61544,7693.0,0,0,4,8
480,PRV57306,Yes,1.32,1407,2315,1.65,634320,450.83,6,186,2314,368
481,PRV57310,Yes,3.0,99,122,1.23,735872,7433.05,0,9,84,105
482,PRV57312,Yes,1.99,137,334,2.44,92630,676.13,1,22,334,216
483,PRV57317,Yes,1.87,352,458,1.3,1013464,2879.16,3,23,404,266
484,PRV57335,Yes,1.57,306,807,2.64,289874,947.3,1,79,803,321
485,PRV57341,Yes,3.36,158,177,1.12,877080,5551.14,0,22,132,141
486,PRV57344,Yes,2.43,189,480,2.54,456760,2416.72,2,35,463,264
487,PRV57345,Yes,3.8,82,88,1.07,501118,6111.2,0,7,62,77
488,PRV57409,Yes,3.14,64,71,1.11,244252,3816.44,0,6,55,60
489,PRV57425,Yes,2.75,101,124,1.23,371848,3681.66,1,16,107,102
490,PRV57481,Yes,6.44,52,62,1.19,784148,15079.77,0,6,19,55
491,PRV57495,Yes,2.3,99,113,1.14,440176,4446.22,0,14,93,98
492,PRV57502,Yes,2.93,235,260,1.11,1283370,5461.15,1,29,196,192
493,PRV57525,Yes,2.14,78,107,1.37,236368,3030.36,0,7,96,92
494,PRV57527,Yes,3.19,135,165,1.22,720228,5335.02,0,8,132,132
495,PRV57528,Yes,1.76,345,401,1.16,215904,625.81,2,29,396,254
496,PRV57543,Yes,1.69,327,354,1.08,548832,1678.39,0,30,326,226
497,PRV57547,Yes,3.44,79,86,1.09,253394,3207.52,2,13,75,75
498,PRV57548,Yes,3.32,180,210,1.17,1173570,6519.83,0,13,144,155
499,PRV57569,Yes,3.03,62,73,1.18,63340,1021.61,0,7,71,70
500,PRV57631,Yes,5.39,17,18,1.06,229156,13479.76,0,1,7,18
501,PRV57642,Yes,1.51,108,220,2.04,346734,3210.5,0,21,205,165
502,PRV57667,Yes,11.0,2,3,1.5,23204,11602.0,0,0,2,3
503,PRV57672,Yes,1.24,342,425,1.24,120040,350.99,1,35,425,237
504,PRV57697,Yes,4.03,60,66,1.1,552916,9215.27,0,2,40,57
505,PRV57709,Yes,2.65,170,217,1.28,467032,2747.25,1,23,201,168
0,PRV51001,No,1.44,24,25,1.04,109980,4582.5,0,2,23,23
1,PRV51004,No,1.43,138,149,1.08,52480,380.29,0,12,149,117
2,PRV51007,No,0.96,58,72,1.24,36974,637.48,0,8,71,68
3,PRV51008,No,1.53,36,43,1.19,37946,1054.06,0,2,41,43
4,PRV51011,No,0.55,53,58,1.09,17998,339.58,0,6,58,54
5,PRV51012,No,3.71,31,48,1.55,16990,548.06,1,2,48,44
6,PRV51013,No,1.46,44,46,1.05,15110,343.41,0,2,46,42
7,PRV51014,No,0.47,25,30,1.2,10600,424.0,1,7,30,29
8,PRV51015,No,0.38,7,8,1.14,700,100.0,0,1,8,8
9,PRV51016,No,0.33,6,6,1.0,170,28.33,0,0,6,6
10,PRV51017,No,1.36,420,515,1.23,143770,342.31,2,54,513,284
11,PRV51023,No,3.67,35,36,1.03,71234,2035.26,0,6,31,35
12,PRV51024,No,1.64,38,39,1.03,73752,1940.84,0,4,32,38
13,PRV51025,No,2.17,76,87,1.14,132634,1745.18,1,6,77,75
14,PRV51026,No,1.09,56,76,1.36,20180,360.36,0,6,76,73
15,PRV51027,No,2.13,44,53,1.2,29840,678.18,0,3,53,51
16,PRV51029,No,0.7,79,93,1.18,30820,390.13,0,7,93,84
17,PRV51030,No,3.2,145,171,1.18,820508,5658.68,0,4,125,141
18,PRV51031,No,2.0,157,185,1.18,389964,2483.85,0,6,165,146
19,PRV51032,No,0.91,21,23,1.1,5470,260.48,0,3,23,23
20,PRV51035,No,2.27,25,30,1.2,33988,1359.52,0,1,29,30
21,PRV51036,No,1.05,131,278,2.12,76290,582.37,0,25,278,186
22,PRV51038,No,1.78,107,141,1.32,289682,2707.31,0,9,129,115
23,PRV51040,No,1.66,69,86,1.25,80254,1163.1,2,6,80,74
24,PRV51041,No,2.35,31,34,1.1,7680,247.74,0,2,34,33
25,PRV51042,No,1.23,128,142,1.11,48360,377.81,0,18,142,119
26,PRV51043,No,0.0,20,23,1.15,4480,224.0,0,2,23,23
27,PRV51044,No,2.15,39,59,1.51,21460,550.26,0,5,59,56
28,PRV51045,No,2.26,29,31,1.07,8430,290.69,0,4,31,30
29,PRV51046,No,1.63,26,38,1.46,118014,4539.0,0,6,33,35
30,PRV51047,No,3.09,11,11,1.0,2530,230.0,0,1,11,11
31,PRV51048,No,0.61,33,38,1.15,32052,971.27,0,3,35,35
32,PRV51049,No,1.79,65,71,1.09,21910,337.08,0,4,71,65
33,PRV51053,No,5.0,1,1,1.0,9068,9068.0,0,1,0,1
34,PRV51054,No,2.35,40,57,1.42,15270,381.75,0,2,57,50
35,PRV51055,No,0.59,22,22,1.0,23846,1083.91,0,2,20,22
36,PRV51056,No,0.73,21,22,1.05,16846,802.19,0,4,21,21
37,PRV51057,No,0.0,4,5,1.25,6830,1707.5,0,1,5,5
38,PRV51058,No,1.3,75,83,1.11,112570,1500.93,0,10,79,74
39,PRV51060,No,2.31,42,42,1.0,49050,1167.86,1,2,42,38
40,PRV51061,No,2.39,67,145,2.16,56268,839.82,1,14,144,116
41,PRV51062,No,1.6,166,397,2.39,157324,947.73,0,32,394,234
42,PRV51063,No,1.61,115,149,1.3,51270,445.83,0,0,149,124
43,PRV51065,No,2.93,26,28,1.08,78292,3011.23,0,3,20,27
44,PRV51066,No,1.08,21,24,1.14,27026,1286.95,0,3,22,24
45,PRV51068,No,1.38,214,261,1.22,144244,674.04,0,23,258,186
46,PRV51070,No,1.91,69,99,1.43,136390,1976.67,0,8,95,86
47,PRV51071,No,2.08,24,24,1.0,8600,358.33,0,2,24,23
48,PRV51072,No,1.54,160,212,1.32,127348,795.92,1,15,206,151
49,PRV51074,No,1.9,39,39,1.0,46590,1194.62,0,4,38,38
50,PRV51075,No,1.18,13,17,1.31,8620,663.08,0,2,17,17
51,PRV51076,No,1.17,27,29,1.07,10280,380.74,0,2,29,29
52,PRV51078,No,2.65,23,23,1.0,83914,3648.43,0,3,17,22
53,PRV51081,No,1.62,131,200,1.53,131248,1001.89,2,1,195,156
54,PRV51082,No,1.18,31,34,1.1,5540,178.71,0,2,34,33
55,PRV51083,No,1.38,81,90,1.11,18240,225.19,0,6,90,83
56,PRV51086,No,2.8,115,139,1.21,479338,4168.16,0,18,119,116
57,PRV51089,No,1.69,197,228,1.16,240596,1221.3,1,18,215,167
58,PRV51090,No,5.71,7,7,1.0,5890,841.43,0,1,7,7
59,PRV51091,No,0.93,44,44,1.0,9350,212.5,0,6,44,42
60,PRV51093,No,1.44,9,9,1.0,15846,1760.67,0,1,7,9
61,PRV51096,No,4.0,5,5,1.0,3300,660.0,0,0,5,5
62,PRV51097,No,1.74,71,125,1.76,44650,628.87,0,11,125,108
63,PRV51098,No,0.0,4,4,1.0,300,75.0,0,0,4,4
64,PRV51100,No,6.0,5,5,1.0,83340,16668.0,0,2,1,5
65,PRV51101,No,3.33,3,3,1.0,19804,6601.33,0,0,2,3
66,PRV51102,No,4.0,11,12,1.09,160816,14619.64,0,3,4,12
67,PRV51104,No,1.17,9,12,1.33,2010,223.33,0,0,12,12
68,PRV51105,No,3.33,12,12,1.0,6540,545.0,0,1,12,12
69,PRV51108,No,5.26,19,19,1.0,168224,8853.89,0,0,14,19
70,PRV51109,No,6.33,3,3,1.0,21204,7068.0,0,0,0,3
71,PRV51110,No,10.2,5,5,1.0,32340,6468.0,0,0,1,5
72,PRV51111,No,2.46,85,132,1.55,55060,647.76,0,13,132,118
73,PRV51112,No,1.85,195,304,1.56,106060,543.9,0,41,304,211
74,PRV51113,No,1.55,78,132,1.69,46940,601.79,1,13,131,114
75,PRV51114,No,1.2,160,262,1.64,77280,483.0,1,23,262,180
76,PRV51115,No,0.0,6,7,1.17,1000,166.67,0,1,7,7
77,PRV51117,No,1.75,10,12,1.2,1950,195.0,0,0,12,12
78,PRV51118,No,4.25,16,16,1.0,107952,6747.0,0,1,4,16
79,PRV51120,No,4.14,7,7,1.0,59476,8496.57,0,0,3,7
80,PRV51121,No,5.57,7,7,1.0,87488,12498.29,0,2,2,7
81,PRV51122,No,0.0,7,7,1.0,1120,160.0,0,2,7,7
82,PRV51123,No,2.48,28,31,1.11,29086,1038.79,0,2,30,30
83,PRV51125,No,2.48,32,48,1.5,144406,4512.69,0,2,41,45
84,PRV51128,No,2.34,38,50,1.32,107560,2830.53,0,3,47,46
85,PRV51129,No,1.35,65,96,1.48,23400,360.0,1,6,96,88
86,PRV51130,No,2.86,7,7,1.0,4970,710.0,0,1,7,7
87,PRV51131,No,0.0,8,8,1.0,1230,153.75,0,1,8,8
88,PRV51132,No,1.75,6,8,1.33,6398,1066.33,0,0,7,8
89,PRV51134,No,2.67,12,15,1.25,7690,640.83,0,0,15,15
90,PRV51135,No,0.0,2,5,2.5,300,150.0,0,0,5,5
91,PRV51136,No,2.0,1,1,1.0,21068,21068.0,0,0,0,1
92,PRV51137,No,0.2,51,55,1.08,17398,341.14,0,8,54,53
93,PRV51138,No,1.54,21,26,1.24,14498,690.38,0,2,25,24
94,PRV51139,No,2.47,42,43,1.02,60096,1430.86,0,5,42,42
95,PRV51140,No,2.1,394,487,1.24,499548,1267.89,1,36,468,266
96,PRV51141,No,1.73,37,71,1.92,19660,531.35,1,5,71,64
97,PRV51142,No,1.92,38,51,1.34,112106,2950.16,0,5,48,47
98,PRV51143,No,0.99,68,77,1.13,20800,305.88,2,6,77,72
99,PRV51144,No,1.8,29,30,1.03,65712,2265.93,0,4,27,29
100,PRV51147,No,2.5,32,32,1.0,9070,283.44,0,3,32,32
101,PRV51151,No,1.7,225,233,1.04,221598,984.88,0,16,221,164
102,PRV51152,No,1.72,39,83,2.13,26270,673.59,0,5,83,79
103,PRV51153,No,1.4,83,87,1.05,76392,920.39,1,5,83,77
104,PRV51154,No,1.32,147,161,1.1,46540,316.6,1,10,161,132
105,PRV51155,No,1.04,110,115,1.05,26490,240.82,0,0,115,97
106,PRV51156,No,1.37,425,542,1.28,142360,334.96,0,50,542,292
107,PRV51160,No,4.88,110,114,1.04,968160,8801.45,1,15,61,99
108,PRV51164,No,1.66,334,391,1.17,601528,1800.98,2,30,370,246
109,PRV51165,No,2.45,97,98,1.01,357788,3688.54,0,10,78,91
110,PRV51166,No,3.2,5,5,1.0,25938,5187.6,0,0,4,5
111,PRV51167,No,1.74,182,190,1.04,52390,287.86,0,18,190,155
112,PRV51168,No,0.77,86,87,1.01,90252,1049.44,0,5,82,81
113,PRV51169,No,1.49,74,77,1.04,19430,262.57,0,2,77,72
114,PRV51171,No,1.58,59,59,1.0,14020,237.63,0,4,59,56
115,PRV51175,No,0.66,39,41,1.05,9740,249.74,0,1,41,37
116,PRV51176,No,2.07,399,445,1.12,146850,368.05,3,35,445,259
117,PRV51179,No,0.81,26,26,1.0,5000,192.31,0,1,26,25
118,PRV51180,No,1.61,86,129,1.5,96656,1123.91,0,0,128,108
119,PRV51181,No,2.6,10,10,1.0,2150,215.0,0,1,10,10
120,PRV51183,No,2.5,105,113,1.08,395580,3767.43,0,10,93,103
121,PRV51185,No,0.0,8,8,1.0,1590,198.75,0,2,8,8
122,PRV51186,No,0.0,2,2,1.0,100,50.0,0,0,2,2
123,PRV51189,No,0.61,51,56,1.1,8980,176.08,0,2,56,49
124,PRV51190,No,0.61,64,66,1.03,42844,669.44,0,6,64,62
125,PRV51191,No,3.16,30,32,1.07,11080,369.33,0,4,32,32
126,PRV51194,No,0.67,9,9,1.0,20676,2297.33,0,2,8,9
127,PRV51196,No,1.4,432,720,1.67,198810,460.21,4,0,720,315
128,PRV51198,No,0.0,3,6,2.0,390,130.0,0,1,6,6
129,PRV51200,No,1.58,16,19,1.19,4420,276.25,0,3,19,19
130,PRV51201,No,0.98,41,45,1.1,10710,261.22,0,2,45,42
131,PRV51202,No,3.67,12,12,1.0,5010,417.5,0,1,12,12
132,PRV51203,No,1.24,20,21,1.05,15420,771.0,0,2,21,19
133,PRV51204,No,1.67,398,499,1.25,155780,391.41,0,39,499,284
134,PRV51205,No,2.0,10,10,1.0,4730,473.0,0,0,10,10
135,PRV51206,No,0.6,10,10,1.0,1560,156.0,0,0,10,10
136,PRV51207,No,14.0,3,3,1.0,54204,18068.0,0,1,0,3
137,PRV51209,No,0.83,38,42,1.11,10080,265.26,0,2,42,39
138,PRV51210,No,0.0,9,9,1.0,2890,321.11,0,0,9,9
139,PRV51211,No,0.0,2,2,1.0,100,50.0,0,0,2,2
140,PRV51212,No,1.93,15,15,1.0,6330,422.0,0,3,15,15
141,PRV51213,No,0.0,2,2,1.0,50,25.0,0,0,2,2
142,PRV51214,No,0.75,8,8,1.0,3200,400.0,0,0,8,8
143,PRV51215,No,0.7,10,10,1.0,1610,161.0,0,0,10,10
144,PRV51216,No,1.83,66,71,1.08,16130,244.39,0,2,71,69
145,PRV51217,No,4.0,5,5,1.0,2930,586.0,0,0,5,5
146,PRV51218,No,0.0,7,7,1.0,520,74.29,0,1,7,7
147,PRV51219,No,2.5,8,8,1.0,5330,666.25,0,0,8,8
148,PRV51221,No,0.0,1,1,1.0,70,70.0,0,0,1,1
149,PRV51222,No,0.0,3,5,1.67,860,286.67,0,0,5,5
150,PRV51224,No,0.0,7,7,1.0,3130,447.14,0,0,7,7
151,PRV51225,No,0.0,8,8,1.0,1190,148.75,0,1,8,8
152,PRV51226,No,1.0,19,20,1.05,7700,405.26,0,2,20,20
153,PRV51228,No,0.0,5,5,1.0,500,100.0,0,1,5,5
154,PRV51229,No,1.21,44,47,1.07,12520,284.55,0,5,47,43
155,PRV51230,No,1.0,30,30,1.0,12490,416.33,0,4,30,25
156,PRV51231,No,9.5,2,2,1.0,18136,9068.0,0,0,0,2
157,PRV51232,No,9.0,1,1,1.0,27068,27068.0,0,1,0,1
158,PRV51233,No,4.33,3,3,1.0,30204,10068.0,0,1,2,3
159,PRV51234,No,8.2,5,5,1.0,34340,6868.0,0,2,1,5
160,PRV51235,No,2.5,2,2,1.0,12136,6068.0,0,0,1,2
161,PRV51236,No,1.0,1,1,1.0,13068,13068.0,0,0,1,1
162,PRV51237,No,1.0,1,1,1.0,20068,20068.0,0,0,0,1
163,PRV51238,No,13.62,8,8,1.0,47272,5909.0,0,0,5,8
164,PRV51239,No,3.0,1,1,1.0,6068,6068.0,0,0,1,1
165,PRV51240,No,2.95,38,60,1.58,105808,2784.42,0,3,53,54
166,PRV51241,No,1.82,47,60,1.28,96982,2063.45,1,2,56,57
167,PRV51243,No,0.67,15,36,2.4,6600,440.0,0,3,36,32
168,PRV51245,No,1.53,58,173,2.98,84524,1457.31,1,17,171,139
169,PRV51247,No,2.26,26,34,1.31,67962,2613.92,0,5,28,33
170,PRV51248,No,3.0,2,2,1.0,24568,12284.0,0,0,1,2
171,PRV51250,No,1.24,71,85,1.2,22840,321.69,0,10,85,79
172,PRV51251,No,3.82,10,11,1.1,3590,359.0,0,0,11,11
173,PRV51252,No,1.76,76,87,1.14,170286,2240.61,0,4,77,74
174,PRV51253,No,1.02,76,85,1.12,22040,290.0,2,4,85,74
175,PRV51255,No,2.28,62,74,1.19,42766,689.77,0,8,73,67
176,PRV51256,No,1.75,80,95,1.19,38550,481.88,0,11,95,85
177,PRV51258,No,4.14,12,14,1.17,108404,9033.67,0,4,10,13
178,PRV51259,No,2.14,19,21,1.11,156232,8222.74,0,1,18,21
179,PRV51260,No,2.63,55,62,1.13,95594,1738.07,0,5,61,58
180,PRV51261,No,2.63,123,142,1.15,290290,2360.08,0,15,124,122
181,PRV51262,No,1.27,52,60,1.15,16310,313.65,0,2,60,54
182,PRV51264,No,0.62,35,39,1.11,5390,154.0,0,3,39,37
183,PRV51265,No,1.58,84,160,1.9,46520,553.81,0,15,159,129
184,PRV51266,No,1.66,82,92,1.12,106662,1300.76,0,8,88,82
185,PRV51267,No,0.43,14,14,1.0,15036,1074.0,0,1,12,14
186,PRV51271,No,0.81,90,123,1.37,45516,505.73,0,14,123,103
187,PRV51272,No,2.03,31,79,2.55,53516,1726.32,0,8,79,71
188,PRV51273,No,1.25,387,553,1.43,132740,343.0,2,42,553,288
189,PRV51274,No,1.48,48,58,1.21,186460,3884.58,0,6,53,53
190,PRV51276,No,1.72,60,67,1.12,149252,2487.53,0,6,62,60
191,PRV51277,No,1.86,54,59,1.09,152110,2816.85,0,2,52,54
192,PRV51279,No,1.39,186,224,1.2,60590,325.75,0,18,224,164
193,PRV51280,No,1.33,34,39,1.15,20250,595.59,0,2,39,37
194,PRV51281,No,1.39,200,259,1.3,90160,450.8,0,20,259,175
195,PRV51282,No,1.81,51,59,1.16,85954,1685.37,0,7,54,56
