Provider,PotentialFraud,DupClaimNum_IP,DupClaimRatio_IP,DupClaim_IP,DupClaimStatesNum_IP,DupClaimMultiState_IP,DupClaimProviderNum_IP,DupClaimMultiProvider_IP,DupClaimStartDtNum_IP,DupClaimMultiStartDt_IP,DupClaimNum_OP,DupClaimRatio_OP,DupClaim_OP,DupClaimStatesNum_OP,DupClaimMultiState_OP,DupClaimProviderNum_OP,DupClaimMultiProvider_OP,DupClaimStartDtNum_OP,DupClaimMultiStartDt_OP
PRV51298,No,,,,,,,,,,37.0,0.37,yes,52.0,yes,2485.0,yes,374.0,yes
PRV51299,No,,,,,,,,,,15.0,0.40540540540540543,yes,52.0,yes,2114.0,yes,371.0,yes
PRV51300,No,3.0,0.42857142857142855,yes,6.0,yes,7.0,yes,9.0,yes,20.0,0.4444444444444444,yes,51.0,yes,781.0,yes,358.0,yes
PRV51301,No,0.0,0.0,no,,,,,,,38.0,0.3584905660377358,yes,52.0,yes,2611.0,yes,373.0,yes
PRV51302,No,0.0,0.0,no,,,,,,,15.0,0.45454545454545453,yes,52.0,yes,2501.0,yes,375.0,yes
PRV51303,No,,,,,,,,,,43.0,0.46236559139784944,yes,52.0,yes,3019.0,yes,371.0,yes
PRV51304,No,0.0,0.0,no,,,,,,,24.0,0.4897959183673469,yes,52.0,yes,2869.0,yes,371.0,yes
PRV51305,No,0.0,0.0,no,,,,,,,14.0,0.3684210526315789,yes,52.0,yes,2428.0,yes,371.0,yes
PRV51306,No,,,,,,,,,,9.0,0.5294117647058824,yes,52.0,yes,2370.0,yes,373.0,yes
PRV51307,No,,,,,,,,,,17.0,0.4594594594594595,yes,52.0,yes,2640.0,yes,372.0,yes
PRV51308,No,,,,,,,,,,13.0,0.37142857142857144,yes,49.0,yes,684.0,yes,348.0,yes
PRV51309,No,,,,,,,,,,5.0,0.2777777777777778,yes,48.0,yes,356.0,yes,257.0,yes
PRV51311,No,0.0,0.0,no,,,,,,,5.0,0.2777777777777778,yes,44.0,yes,222.0,yes,191.0,yes
PRV51312,No,0.0,0.0,no,,,,,,,20.0,0.47619047619047616,yes,52.0,yes,2690.0,yes,371.0,yes
PRV51313,No,,,,,,,,,,9.0,0.47368421052631576,yes,52.0,yes,2440.0,yes,371.0,yes
PRV51314,No,,,,,,,,,,15.0,0.5,yes,52.0,yes,2373.0,yes,371.0,yes
PRV51315,No,,,,,,,,,,17.0,0.3617021276595745,yes,50.0,yes,790.0,yes,352.0,yes
PRV51316,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51318,No,0.0,0.0,no,,,,,,,,,,,,,,,
PRV51322,No,,,,,,,,,,3.0,0.25,yes,21.0,yes,46.0,yes,43.0,yes
PRV51323,No,,,,,,,,,,38.0,0.5,yes,52.0,yes,2955.0,yes,378.0,yes
PRV51324,No,,,,,,,,,,12.0,0.42857142857142855,yes,52.0,yes,2566.0,yes,374.0,yes
PRV51325,No,,,,,,,,,,7.0,0.4666666666666667,yes,52.0,yes,387.0,yes,272.0,yes
PRV51326,No,,,,,,,,,,13.0,0.29545454545454547,yes,52.0,yes,2414.0,yes,373.0,yes
PRV51327,No,,,,,,,,,,16.0,0.3902439024390244,yes,52.0,yes,2368.0,yes,371.0,yes
PRV51328,No,,,,,,,,,,1.0,0.14285714285714285,yes,44.0,yes,264.0,yes,212.0,yes
PRV51329,No,,,,,,,,,,30.0,0.40540540540540543,yes,52.0,yes,1723.0,yes,367.0,yes
PRV51330,No,,,,,,,,,,7.0,0.3684210526315789,yes,52.0,yes,2316.0,yes,371.0,yes
PRV51331,No,,,,,,,,,,1.0,0.2,yes,24.0,yes,37.0,yes,36.0,yes
PRV51334,No,1.0,0.5,yes,2.0,yes,2.0,yes,2.0,yes,,,,,,,,,
PRV51335,No,,,,,,,,,,64.0,0.4507042253521127,yes,52.0,yes,3144.0,yes,378.0,yes
PRV51336,No,0.0,0.0,no,,,,,,,24.0,0.4067796610169492,yes,51.0,yes,937.0,yes,365.0,yes
PRV51337,Yes,0.0,0.0,no,,,,,,,58.0,0.453125,yes,52.0,yes,3100.0,yes,375.0,yes
PRV51338,Yes,0.0,0.0,no,,,,,,,40.0,0.3305785123966942,yes,52.0,yes,1843.0,yes,368.0,yes
PRV51340,No,,,,,,,,,,67.0,0.44370860927152317,yes,52.0,yes,2570.0,yes,378.0,yes
PRV51341,No,,,,,,,,,,28.0,0.39436619718309857,yes,52.0,yes,2555.0,yes,374.0,yes
PRV51342,No,3.0,0.10714285714285714,yes,5.0,yes,5.0,yes,7.0,yes,86.0,0.48044692737430167,yes,52.0,yes,3009.0,yes,376.0,yes
PRV51344,No,0.0,0.0,no,,,,,,,19.0,0.6129032258064516,yes,52.0,yes,1297.0,yes,371.0,yes
PRV51345,No,,,,,,,,,,22.0,0.4489795918367347,yes,52.0,yes,1312.0,yes,367.0,yes
PRV51346,No,0.0,0.0,no,,,,,,,113.0,0.4329501915708812,yes,52.0,yes,3223.0,yes,381.0,yes
PRV51347,Yes,,,,,,,,,,912.0,0.4412191582002903,yes,52.0,yes,4102.0,yes,384.0,yes
PRV51348,No,0.0,0.0,no,,,,,,,10.0,0.2777777777777778,yes,51.0,yes,556.0,yes,327.0,yes
PRV51349,No,0.0,0.0,no,,,,,,,11.0,0.44,yes,52.0,yes,2624.0,yes,372.0,yes
PRV51350,No,1.0,0.047619047619047616,yes,2.0,yes,2.0,yes,2.0,yes,92.0,0.42201834862385323,yes,52.0,yes,3144.0,yes,380.0,yes
PRV51351,No,,,,,,,,,,12.0,0.375,yes,47.0,yes,326.0,yes,236.0,yes
PRV51352,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51353,No,0.0,0.0,no,,,,,,,8.0,0.6153846153846154,yes,45.0,yes,232.0,yes,187.0,yes
PRV51354,No,0.0,0.0,no,,,,,,,1.0,0.3333333333333333,yes,28.0,yes,64.0,yes,60.0,yes
PRV51355,No,0.0,0.0,no,,,,,,,31.0,0.5254237288135594,yes,52.0,yes,2820.0,yes,376.0,yes
PRV51356,No,0.0,0.0,no,,,,,,,36.0,0.46153846153846156,yes,52.0,yes,3007.0,yes,373.0,yes
PRV51357,Yes,1.0,0.07692307692307693,yes,2.0,yes,2.0,yes,2.0,yes,65.0,0.4391891891891892,yes,52.0,yes,2831.0,yes,376.0,yes
PRV51358,No,0.0,0.0,no,,,,,,,7.0,0.7,yes,51.0,yes,558.0,yes,337.0,yes
PRV51360,No,1.0,0.1111111111111111,yes,2.0,yes,2.0,yes,2.0,yes,9.0,0.45,yes,52.0,yes,1397.0,yes,367.0,yes
PRV51361,No,,,,,,,,,,15.0,0.46875,yes,52.0,yes,935.0,yes,361.0,yes
PRV51362,No,0.0,0.0,no,,,,,,,13.0,0.34210526315789475,yes,52.0,yes,2333.0,yes,373.0,yes
PRV51363,No,,,,,,,,,,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes
PRV51364,No,0.0,0.0,no,,,,,,,7.0,0.4117647058823529,yes,45.0,yes,299.0,yes,234.0,yes
PRV51366,No,,,,,,,,,,26.0,0.45614035087719296,yes,52.0,yes,1338.0,yes,375.0,yes
PRV51368,No,,,,,,,,,,2.0,0.5,yes,52.0,yes,2284.0,yes,371.0,yes
PRV51369,Yes,,,,,,,,,,932.0,0.4474315890542487,yes,52.0,yes,4123.0,yes,385.0,yes
PRV51371,No,0.0,0.0,no,,,,,,,17.0,0.4857142857142857,yes,51.0,yes,740.0,yes,344.0,yes
PRV51376,No,,,,,,,,,,17.0,0.3333333333333333,yes,52.0,yes,2378.0,yes,371.0,yes
PRV51377,No,0.0,0.0,no,,,,,,,51.0,0.5543478260869565,yes,52.0,yes,2762.0,yes,372.0,yes
PRV51378,Yes,4.0,0.037037037037037035,yes,4.0,yes,5.0,yes,8.0,yes,25.0,0.4716981132075472,yes,52.0,yes,2943.0,yes,374.0,yes
PRV51379,No,0.0,0.0,no,,,,,,,12.0,0.6,yes,52.0,yes,2452.0,yes,371.0,yes
PRV51380,No,0.0,0.0,no,,,,,,,2.0,0.5,yes,35.0,yes,88.0,yes,91.0,yes
PRV51382,No,,,,,,,,,,8.0,0.5,yes,46.0,yes,181.0,yes,168.0,yes
PRV51383,No,0.0,0.0,no,,,,,,,29.0,0.4264705882352941,yes,52.0,yes,2131.0,yes,374.0,yes
PRV51386,No,,,,,,,,,,165.0,0.4319371727748691,yes,52.0,yes,3533.0,yes,382.0,yes
PRV51387,No,1.0,0.07692307692307693,yes,2.0,yes,2.0,yes,2.0,yes,21.0,0.45652173913043476,yes,52.0,yes,2670.0,yes,374.0,yes
PRV51388,No,0.0,0.0,no,,,,,,,32.0,0.4444444444444444,yes,52.0,yes,1761.0,yes,369.0,yes
PRV51389,No,1.0,0.05555555555555555,yes,2.0,yes,2.0,yes,2.0,yes,31.0,0.5081967213114754,yes,52.0,yes,2836.0,yes,374.0,yes
PRV51390,Yes,3.0,0.018292682926829267,yes,4.0,yes,4.0,yes,6.0,yes,41.0,0.36936936936936937,yes,52.0,yes,2955.0,yes,373.0,yes
PRV51391,No,1.0,0.07692307692307693,yes,2.0,yes,2.0,yes,2.0,yes,67.0,0.40853658536585363,yes,52.0,yes,2959.0,yes,376.0,yes
PRV51392,No,,,,,,,,,,9.0,0.5294117647058824,yes,42.0,yes,249.0,yes,207.0,yes
PRV51393,Yes,3.0,0.04411764705882353,yes,5.0,yes,6.0,yes,7.0,yes,390.0,0.46318289786223277,yes,52.0,yes,3783.0,yes,379.0,yes
PRV51394,No,,,,,,,,,,1.0,0.25,yes,6.0,yes,7.0,yes,7.0,yes
PRV51395,No,,,,,,,,,,8.0,0.4,yes,50.0,yes,633.0,yes,336.0,yes
PRV51396,No,0.0,0.0,no,,,,,,,17.0,0.4146341463414634,yes,52.0,yes,2358.0,yes,371.0,yes
PRV51397,No,,,,,,,,,,18.0,0.45,yes,52.0,yes,2501.0,yes,375.0,yes
PRV51398,No,0.0,0.0,no,,,,,,,35.0,0.4117647058823529,yes,52.0,yes,1488.0,yes,370.0,yes
PRV51399,Yes,6.0,0.09230769230769233,yes,5.0,yes,7.0,yes,12.0,yes,70.0,0.4794520547945205,yes,52.0,yes,3166.0,yes,377.0,yes
PRV51401,Yes,0.0,0.0,no,,,,,,,18.0,0.5294117647058824,yes,52.0,yes,2576.0,yes,373.0,yes
PRV51403,No,0.0,0.0,no,,,,,,,47.0,0.4519230769230769,yes,52.0,yes,2370.0,yes,374.0,yes
PRV51404,No,0.0,0.0,no,,,,,,,25.0,0.43103448275862066,yes,51.0,yes,1137.0,yes,367.0,yes
PRV51405,No,0.0,0.0,no,,,,,,,21.0,0.44680851063829785,yes,52.0,yes,977.0,yes,365.0,yes
PRV51406,No,0.0,0.0,no,,,,,,,9.0,0.42857142857142855,yes,50.0,yes,705.0,yes,344.0,yes
PRV51408,No,,,,,,,,,,6.0,0.4,yes,51.0,yes,1327.0,yes,365.0,yes
PRV51409,No,,,,,,,,,,1.0,0.25,yes,20.0,yes,34.0,yes,32.0,yes
PRV51410,Yes,,,,,,,,,,267.0,0.4251592356687898,yes,52.0,yes,3595.0,yes,381.0,yes
PRV51412,No,,,,,,,,,,1.0,0.2,yes,20.0,yes,29.0,yes,27.0,yes
PRV51414,No,0.0,0.0,no,,,,,,,11.0,0.44,yes,49.0,yes,411.0,yes,291.0,yes
PRV51415,No,1.0,0.14285714285714285,yes,2.0,yes,2.0,yes,2.0,yes,20.0,0.45454545454545453,yes,52.0,yes,2444.0,yes,371.0,yes
PRV51416,No,,,,,,,,,,42.0,0.5185185185185185,yes,52.0,yes,2513.0,yes,371.0,yes
PRV51418,No,2.0,0.1176470588235294,yes,4.0,yes,3.0,yes,4.0,yes,22.0,0.5,yes,52.0,yes,2605.0,yes,371.0,yes
PRV51419,No,0.0,0.0,no,,,,,,,31.0,0.49206349206349204,yes,52.0,yes,2826.0,yes,373.0,yes
PRV51421,Yes,3.0,0.03571428571428571,yes,4.0,yes,4.0,yes,6.0,yes,28.0,0.509090909090909,yes,52.0,yes,724.0,yes,353.0,yes
PRV51422,No,0.0,0.0,no,,,,,,,12.0,0.5714285714285714,yes,45.0,yes,242.0,yes,210.0,yes
PRV51423,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51424,No,0.0,0.0,no,,,,,,,45.0,0.5294117647058824,yes,52.0,yes,2575.0,yes,371.0,yes
PRV51425,No,0.0,0.0,no,,,,,,,14.0,0.4666666666666667,yes,52.0,yes,2391.0,yes,372.0,yes
PRV51426,Yes,0.0,0.0,no,,,,,,,77.0,0.385,yes,52.0,yes,2897.0,yes,378.0,yes
PRV51427,No,1.0,0.2,yes,2.0,yes,2.0,yes,2.0,yes,22.0,0.41509433962264153,yes,52.0,yes,2247.0,yes,367.0,yes
PRV51428,No,0.0,0.0,no,,,,,,,30.0,0.4838709677419355,yes,52.0,yes,2692.0,yes,373.0,yes
PRV51429,No,,,,,,,,,,4.0,0.4,yes,51.0,yes,453.0,yes,290.0,yes
PRV51430,No,0.0,0.0,no,,,,,,,49.0,0.5157894736842106,yes,52.0,yes,3022.0,yes,376.0,yes
PRV51431,No,0.0,0.0,no,,,,,,,9.0,0.375,yes,52.0,yes,2327.0,yes,373.0,yes
PRV51432,No,0.0,0.0,no,,,,,,,7.0,0.4375,yes,51.0,yes,531.0,yes,317.0,yes
PRV51433,Yes,,,,,,,,,,712.0,0.4422360248447205,yes,52.0,yes,4031.0,yes,384.0,yes
PRV51434,Yes,0.0,0.0,no,,,,,,,34.0,0.4358974358974359,yes,52.0,yes,2905.0,yes,376.0,yes
PRV51435,No,0.0,0.0,no,,,,,,,6.0,0.35294117647058826,yes,43.0,yes,190.0,yes,172.0,yes
PRV51436,No,1.0,0.04,yes,2.0,yes,2.0,yes,2.0,yes,36.0,0.37894736842105264,yes,52.0,yes,1875.0,yes,371.0,yes
PRV51437,No,,,,,,,,,,1.0,0.5,yes,24.0,yes,40.0,yes,40.0,yes
PRV51438,No,1.0,0.5,yes,2.0,yes,2.0,yes,2.0,yes,3.0,0.42857142857142855,yes,43.0,yes,195.0,yes,174.0,yes
PRV51439,No,,,,,,,,,,14.0,0.3333333333333333,yes,52.0,yes,667.0,yes,338.0,yes
PRV51440,No,0.0,0.0,no,,,,,,,26.0,0.40625,yes,52.0,yes,1443.0,yes,367.0,yes
PRV51441,No,,,,,,,,,,34.0,0.4,yes,52.0,yes,2903.0,yes,372.0,yes
PRV51442,No,0.0,0.0,no,,,,,,,3.0,0.75,yes,33.0,yes,95.0,yes,96.0,yes
PRV51443,No,0.0,0.0,no,,,,,,,41.0,0.5774647887323944,yes,52.0,yes,2371.0,yes,371.0,yes
PRV51444,No,0.0,0.0,no,,,,,,,15.0,0.39473684210526316,yes,52.0,yes,2326.0,yes,371.0,yes
PRV51446,No,0.0,0.0,no,,,,,,,6.0,0.5,yes,52.0,yes,2382.0,yes,371.0,yes
PRV51447,Yes,0.0,0.0,no,,,,,,,34.0,0.4657534246575342,yes,52.0,yes,2836.0,yes,378.0,yes
PRV51448,No,2.0,0.18181818181818185,yes,3.0,yes,3.0,yes,4.0,yes,19.0,0.475,yes,51.0,yes,663.0,yes,349.0,yes
PRV51449,No,0.0,0.0,no,,,,,,,7.0,0.875,yes,52.0,yes,704.0,yes,354.0,yes
PRV51451,No,,,,,,,,,,2.0,0.3333333333333333,yes,3.0,yes,3.0,yes,4.0,yes
PRV51453,No,,,,,,,,,,3.0,0.25,yes,19.0,yes,26.0,yes,30.0,yes
PRV51454,No,,,,,,,,,,15.0,0.4411764705882353,yes,52.0,yes,1429.0,yes,369.0,yes
PRV51455,No,0.0,0.0,no,,,,,,,10.0,0.4,yes,51.0,yes,1282.0,yes,368.0,yes
PRV51456,No,4.0,0.03571428571428571,yes,5.0,yes,5.0,yes,8.0,yes,9.0,0.391304347826087,yes,42.0,yes,192.0,yes,171.0,yes
PRV51458,No,,,,,,,,,,23.0,0.4107142857142857,yes,52.0,yes,2696.0,yes,371.0,yes
PRV51459,Yes,,,,,,,,,,3614.0,0.43859223300970873,yes,52.0,yes,4499.0,yes,385.0,yes
PRV51460,No,0.0,0.0,no,,,,,,,201.0,0.46206896551724136,yes,52.0,yes,3546.0,yes,381.0,yes
PRV51462,No,,,,,,,,,,16.0,0.5333333333333333,yes,52.0,yes,648.0,yes,338.0,yes
PRV51464,No,,,,,,,,,,72.0,0.496551724137931,yes,52.0,yes,2950.0,yes,375.0,yes
PRV51465,No,0.0,0.0,no,,,,,,,3.0,0.5,yes,23.0,yes,44.0,yes,48.0,yes
PRV51466,No,0.0,0.0,no,,,,,,,27.0,0.391304347826087,yes,52.0,yes,1781.0,yes,368.0,yes
PRV51467,No,1.0,0.14285714285714285,yes,2.0,yes,2.0,yes,2.0,yes,10.0,0.5555555555555556,yes,52.0,yes,2355.0,yes,371.0,yes
PRV51468,No,1.0,0.06666666666666668,yes,1.0,no,2.0,yes,2.0,yes,64.0,0.4444444444444444,yes,52.0,yes,2966.0,yes,380.0,yes
PRV51469,No,,,,,,,,,,8.0,0.2857142857142857,yes,49.0,yes,559.0,yes,331.0,yes
PRV51470,No,0.0,0.0,no,,,,,,,11.0,0.4583333333333333,yes,48.0,yes,533.0,yes,323.0,yes
PRV51471,Yes,7.0,0.043478260869565216,yes,7.0,yes,8.0,yes,14.0,yes,8.0,0.42105263157894735,yes,47.0,yes,479.0,yes,313.0,yes
PRV51472,No,,,,,,,,,,10.0,0.625,yes,52.0,yes,2464.0,yes,371.0,yes
PRV51474,No,0.0,0.0,no,,,,,,,18.0,0.6,yes,52.0,yes,2419.0,yes,372.0,yes
PRV51475,No,1.0,0.09090909090909093,yes,2.0,yes,2.0,yes,2.0,yes,18.0,0.5625,yes,52.0,yes,2673.0,yes,371.0,yes
PRV51476,No,0.0,0.0,no,,,,,,,5.0,0.3333333333333333,yes,46.0,yes,240.0,yes,202.0,yes
PRV51477,No,,,,,,,,,,9.0,0.4090909090909091,yes,52.0,yes,2377.0,yes,372.0,yes
PRV51478,No,,,,,,,,,,5.0,0.29411764705882354,yes,44.0,yes,215.0,yes,178.0,yes
PRV51479,No,0.0,0.0,no,,,,,,,87.0,0.4046511627906977,yes,52.0,yes,2888.0,yes,380.0,yes
PRV51480,Yes,,,,,,,,,,838.0,0.43555093555093555,yes,52.0,yes,4087.0,yes,385.0,yes
PRV51482,Yes,1.0,0.09090909090909093,yes,2.0,yes,2.0,yes,2.0,yes,31.0,0.3875,yes,52.0,yes,2782.0,yes,376.0,yes
PRV51483,No,0.0,0.0,no,,,,,,,27.0,0.38028169014084506,yes,52.0,yes,2721.0,yes,371.0,yes
PRV51484,No,0.0,0.0,no,,,,,,,31.0,0.36904761904761907,yes,52.0,yes,1390.0,yes,371.0,yes
PRV51486,No,,,,,,,,,,96.0,0.4485981308411215,yes,52.0,yes,2971.0,yes,374.0,yes
PRV51487,No,,,,,,,,,,5.0,0.38461538461538464,yes,50.0,yes,591.0,yes,324.0,yes
PRV51488,No,0.0,0.0,no,,,,,,,108.0,0.40148698884758366,yes,52.0,yes,3304.0,yes,378.0,yes
PRV51490,Yes,0.0,0.0,no,,,,,,,7.0,0.4375,yes,47.0,yes,391.0,yes,272.0,yes
PRV51491,No,0.0,0.0,no,,,,,,,33.0,0.5238095238095238,yes,52.0,yes,2582.0,yes,371.0,yes
PRV51492,No,1.0,0.07142857142857142,yes,2.0,yes,2.0,yes,2.0,yes,32.0,0.47761194029850745,yes,52.0,yes,1442.0,yes,369.0,yes
PRV51494,No,,,,,,,,,,22.0,0.5789473684210527,yes,52.0,yes,2808.0,yes,374.0,yes
PRV51495,Yes,4.0,0.04444444444444445,yes,5.0,yes,5.0,yes,8.0,yes,27.0,0.5294117647058824,yes,52.0,yes,2743.0,yes,374.0,yes
PRV51496,No,,,,,,,,,,55.0,0.44715447154471544,yes,52.0,yes,3062.0,yes,373.0,yes
PRV51497,No,0.0,0.0,no,,,,,,,5.0,0.45454545454545453,yes,51.0,yes,478.0,yes,306.0,yes
PRV51499,No,0.0,0.0,no,,,,,,,195.0,0.413135593220339,yes,52.0,yes,3412.0,yes,381.0,yes
PRV51500,No,,,,,,,,,,3.0,0.375,yes,50.0,yes,608.0,yes,335.0,yes
PRV51501,Yes,11.0,0.04932735426008968,yes,12.0,yes,12.0,yes,21.0,yes,6.0,0.6,yes,47.0,yes,302.0,yes,231.0,yes
PRV51502,No,,,,,,,,,,14.0,0.45161290322580644,yes,52.0,yes,2405.0,yes,373.0,yes
PRV51503,No,,,,,,,,,,26.0,0.45614035087719296,yes,52.0,yes,2829.0,yes,374.0,yes
PRV51504,No,,,,,,,,,,60.0,0.46875,yes,52.0,yes,2937.0,yes,377.0,yes
PRV51505,No,,,,,,,,,,5.0,0.3333333333333333,yes,52.0,yes,2553.0,yes,371.0,yes
PRV51507,Yes,0.0,0.0,no,,,,,,,417.0,0.4141012909632572,yes,52.0,yes,3830.0,yes,383.0,yes
PRV51508,No,0.0,0.0,no,,,,,,,84.0,0.4421052631578947,yes,52.0,yes,2907.0,yes,374.0,yes
PRV51509,No,,,,,,,,,,450.0,0.4368932038834951,yes,52.0,yes,3954.0,yes,384.0,yes
PRV51510,No,,,,,,,,,,26.0,0.45614035087719296,yes,52.0,yes,2514.0,yes,375.0,yes
PRV51511,No,,,,,,,,,,7.0,0.4375,yes,52.0,yes,2308.0,yes,371.0,yes
PRV51514,No,0.0,0.0,no,,,,,,,34.0,0.4722222222222222,yes,52.0,yes,2589.0,yes,375.0,yes
PRV51515,No,0.0,0.0,no,,,,,,,15.0,0.3488372093023256,yes,52.0,yes,876.0,yes,361.0,yes
PRV51516,No,1.0,0.3333333333333333,yes,2.0,yes,2.0,yes,2.0,yes,16.0,0.43243243243243246,yes,52.0,yes,2443.0,yes,373.0,yes
PRV51517,No,,,,,,,,,,8.0,0.7272727272727273,yes,46.0,yes,203.0,yes,175.0,yes
PRV51518,No,0.0,0.0,no,,,,,,,21.0,0.4375,yes,52.0,yes,2477.0,yes,372.0,yes
PRV51521,No,,,,,,,,,,25.0,0.5434782608695652,yes,52.0,yes,2532.0,yes,374.0,yes
PRV51522,No,0.0,0.0,no,,,,,,,72.0,0.4044943820224719,yes,52.0,yes,2351.0,yes,376.0,yes
PRV51523,No,3.0,0.05,yes,6.0,yes,6.0,yes,8.0,yes,2.0,0.4,yes,41.0,yes,139.0,yes,123.0,yes
PRV51525,No,0.0,0.0,no,,,,,,,30.0,0.5357142857142857,yes,52.0,yes,2614.0,yes,377.0,yes
PRV51526,No,0.0,0.0,no,,,,,,,8.0,0.6153846153846154,yes,42.0,yes,204.0,yes,180.0,yes
PRV51527,No,,,,,,,,,,22.0,0.5365853658536586,yes,49.0,yes,556.0,yes,340.0,yes
PRV51528,No,,,,,,,,,,9.0,0.5294117647058824,yes,49.0,yes,617.0,yes,333.0,yes
PRV51529,No,,,,,,,,,,12.0,0.5217391304347826,yes,52.0,yes,2338.0,yes,372.0,yes
PRV51531,No,,,,,,,,,,20.0,0.5882352941176471,yes,52.0,yes,2490.0,yes,372.0,yes
PRV51532,No,1.0,0.16666666666666666,yes,2.0,yes,2.0,yes,2.0,yes,15.0,0.5769230769230769,yes,52.0,yes,2440.0,yes,371.0,yes
PRV51533,No,1.0,0.07692307692307693,yes,2.0,yes,2.0,yes,2.0,yes,10.0,0.43478260869565216,yes,52.0,yes,2328.0,yes,371.0,yes
PRV51534,No,,,,,,,,,,1.0,1.0,yes,14.0,yes,21.0,yes,21.0,yes
PRV51535,No,0.0,0.0,no,,,,,,,174.0,0.45077720207253885,yes,52.0,yes,3547.0,yes,377.0,yes
PRV51536,No,0.0,0.0,no,,,,,,,8.0,0.6666666666666666,yes,51.0,yes,776.0,yes,355.0,yes
PRV51539,Yes,1.0,0.014492753623188406,yes,2.0,yes,2.0,yes,2.0,yes,210.0,0.44776119402985076,yes,52.0,yes,3440.0,yes,383.0,yes
PRV51540,No,0.0,0.0,no,,,,,,,24.0,0.5,yes,52.0,yes,2684.0,yes,371.0,yes
PRV51541,No,,,,,,,,,,24.0,0.47058823529411764,yes,52.0,yes,1052.0,yes,365.0,yes
PRV51542,Yes,2.0,0.021505376344086027,yes,3.0,yes,3.0,yes,4.0,yes,7.0,0.35,yes,47.0,yes,229.0,yes,209.0,yes
PRV51544,No,4.0,0.08888888888888889,yes,6.0,yes,5.0,yes,8.0,yes,94.0,0.5,yes,52.0,yes,2963.0,yes,377.0,yes
PRV51546,No,0.0,0.0,no,,,,,,,12.0,0.4444444444444444,yes,52.0,yes,2380.0,yes,372.0,yes
PRV51547,No,,,,,,,,,,3.0,0.23076923076923078,yes,45.0,yes,163.0,yes,144.0,yes
PRV51549,No,1.0,0.125,yes,2.0,yes,2.0,yes,2.0,yes,3.0,0.23076923076923078,yes,34.0,yes,106.0,yes,100.0,yes
PRV51550,No,0.0,0.0,no,,,,,,,21.0,0.4666666666666667,yes,52.0,yes,1321.0,yes,371.0,yes
PRV51551,No,0.0,0.0,no,,,,,,,8.0,0.34782608695652173,yes,47.0,yes,414.0,yes,274.0,yes
PRV51552,No,0.0,0.0,no,,,,,,,24.0,0.46153846153846156,yes,52.0,yes,1698.0,yes,371.0,yes
PRV51553,No,0.0,0.0,no,,,,,,,7.0,0.4666666666666667,yes,47.0,yes,284.0,yes,225.0,yes
PRV51554,No,0.0,0.0,no,,,,,,,1.0,0.2,yes,32.0,yes,66.0,yes,63.0,yes
PRV51555,No,,,,,,,,,,9.0,0.6,yes,52.0,yes,1310.0,yes,365.0,yes
PRV51556,No,0.0,0.0,no,,,,,,,21.0,0.45652173913043476,yes,52.0,yes,2501.0,yes,375.0,yes
PRV51557,No,0.0,0.0,no,,,,,,,7.0,0.7777777777777778,yes,52.0,yes,2301.0,yes,371.0,yes
PRV51558,No,0.0,0.0,no,,,,,,,7.0,0.3333333333333333,yes,42.0,yes,191.0,yes,166.0,yes
PRV51560,Yes,5.0,0.025,yes,6.0,yes,6.0,yes,10.0,yes,18.0,0.47368421052631576,yes,52.0,yes,2802.0,yes,379.0,yes
PRV51562,No,,,,,,,,,,5.0,0.20833333333333334,yes,23.0,yes,63.0,yes,63.0,yes
PRV51563,No,,,,,,,,,,5.0,0.2631578947368421,yes,50.0,yes,406.0,yes,292.0,yes
PRV51564,No,,,,,,,,,,4.0,0.16666666666666666,yes,52.0,yes,2358.0,yes,371.0,yes
PRV51566,No,0.0,0.0,no,,,,,,,3.0,0.2727272727272727,yes,50.0,yes,686.0,yes,343.0,yes
PRV51567,Yes,,,,,,,,,,739.0,0.4528186274509804,yes,52.0,yes,4062.0,yes,384.0,yes
PRV51568,No,0.0,0.0,no,,,,,,,18.0,0.3673469387755102,yes,52.0,yes,2496.0,yes,375.0,yes
PRV51569,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51570,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51571,No,,,,,,,,,,11.0,0.5,yes,52.0,yes,2415.0,yes,371.0,yes
PRV51572,No,0.0,0.0,no,,,,,,,0.0,0.0,no,,,,,,
PRV51573,No,0.0,0.0,no,,,,,,,44.0,0.5057471264367817,yes,52.0,yes,2096.0,yes,367.0,yes
PRV51574,Yes,,,,,,,,,,1952.0,0.43924392439243926,yes,52.0,yes,4368.0,yes,385.0,yes
PRV51576,No,0.0,0.0,no,,,,,,,19.0,0.31666666666666665,yes,52.0,yes,1568.0,yes,366.0,yes
PRV51577,No,,,,,,,,,,0.0,0.0,no,,,,,,
PRV51578,Yes,4.0,0.032786885245901634,yes,6.0,yes,5.0,yes,7.0,yes,624.0,0.4528301886792453,yes,52.0,yes,4048.0,yes,382.0,yes
PRV51579,No,1.0,0.05555555555555555,yes,2.0,yes,2.0,yes,2.0,yes,30.0,0.5555555555555556,yes,52.0,yes,2436.0,yes,371.0,yes
